segment_id,wellbore_chev_no_id,area_id,formation_id,bit_model_id,drillbit_size,min_depth,max_depth,rate_of_penetration,surface_weight_on_bit,surface_rpm
wellbore_chev_no_0_758,0,0,206,1,-0.9870490052819202,0.5455696034522413,0.5456101863195114,-0.5174723154844276,-0.47451348536073,-0.22912353574593947
wellbore_chev_no_0_759,0,0,205,1,-0.9870490052819202,0.5507972413009932,0.5508379136014365,-0.5178528158978789,-0.16460567013040373,-0.23082877199541774
wellbore_chev_no_0_760,0,0,205,1,-0.9870490052819202,0.5560248791497451,0.5560656408833615,-0.48562569994220217,-0.003382090030579478,-0.230723077844274
wellbore_chev_no_0_761,0,0,205,1,-0.9870490052819202,0.5612525169984969,0.5612933681652865,-0.590572192565055,0.10474191092427033,-0.23959968921570665
wellbore_chev_no_0_762,0,0,205,1,-0.9870490052819202,0.5664801548472488,0.5665210954472116,-0.5215140338068992,0.2616481909555366,-0.24599773863769306
wellbore_chev_no_0_763,0,0,205,1,-0.9870490052819202,0.5717077926960006,0.5717488227291366,-0.4564412654133847,0.5473299126905462,-0.24588537019357365
wellbore_chev_no_0_764,0,0,205,1,-0.9870490052819202,0.5769354305447525,0.5769765500110616,-0.5385779786374629,0.7802419759859819,-0.24618936976374572
wellbore_chev_no_0_765,0,0,205,1,-0.9870490052819202,0.5821630683935044,0.5822042772929867,-0.6860980219522727,0.7760622187768155,-0.2543984130377449
wellbore_chev_no_0_766,0,0,205,1,-0.9870490052819202,0.5873907062422562,0.5874320045749117,-0.536493528530161,-0.35217277378452083,-0.2501352450826668
wellbore_chev_no_0_767,0,0,205,1,-0.9870490052819202,0.5926183440910081,0.5926597318568367,-0.45450525517661233,0.0152893557511523,-0.24956027239027065
wellbore_chev_no_0_768,0,0,205,1,-0.9870490052819202,0.5978459819397599,0.5978874591387618,-0.46142052284488366,0.4452830383617033,-0.2505252133534427
wellbore_chev_no_0_769,0,0,205,1,-0.9870490052819202,0.6030736197885118,0.6031151864206868,-0.46107998398717276,0.6799275627341025,-0.25018813181535726
wellbore_chev_no_0_770,0,0,205,1,-0.9870490052819202,0.6083012576372637,0.6083429137026118,-0.5737015647118228,0.7227152307220975,-0.2694020332918386
wellbore_chev_no_0_771,0,0,205,1,-0.9870490052819202,0.6135288954860155,0.613570640984537,-0.5054194483958779,0.5030848932927202,-0.28125951160191787
wellbore_chev_no_0_772,0,0,211,1,-0.9870490052819202,0.6187565333347674,0.618798368266462,-0.6335977503719289,0.7799944825086259,-0.28356620753296824
wellbore_chev_no_0_773,0,0,220,1,-0.9870490052819202,0.6239841711835192,0.624026095548387,-0.6341516460135914,1.1470441338916997,-0.28134540891970883
wellbore_chev_no_0_774,0,0,215,1,-0.9870490052819202,0.6292118090322711,0.629253822830312,-0.6819486415464069,0.913032146068877,-0.2787610933334419
wellbore_chev_no_0_775,0,0,215,1,-0.9870490052819202,0.634439446881023,0.6344815501122371,-0.6544049641640309,0.19859420162623598,-0.26014870309278537
wellbore_chev_no_0_776,0,0,215,1,-0.9870490052819202,0.6396670847297748,0.6397092773941621,-0.6841858181012632,0.5017923476938914,-0.25924323194390647
wellbore_chev_no_0_777,0,0,215,1,-0.9870490052819202,0.6448947225785268,0.6449370046760871,-0.5153680277212715,0.5151291390494379,-0.2592563624157067
wellbore_chev_no_0_778,0,0,215,1,-0.9870490052819202,0.6501223604272786,0.6501647319580122,-0.4596139257870004,1.0286907373174565,-0.25746520901987735
wellbore_chev_no_0_779,0,0,215,1,-0.9870490052819202,0.6553499982760305,0.6553924592399372,-0.5465658421054224,0.47558632583776234,-0.24251445963562557
wellbore_chev_no_0_780,0,0,215,1,-0.9870490052819202,0.6605776361247824,0.6606201865218622,-0.5372835077511039,0.12066355474235792,-0.23492673236222825
wellbore_chev_no_0_781,0,0,215,1,-0.9870490052819202,0.6658052739735342,0.6658479138037873,-0.5031689840152875,0.32962438499708924,-0.291206781881938
wellbore_chev_no_0_782,0,0,215,1,-0.9870490052819202,0.6710329118222861,0.6710756410857123,-0.5472050094082131,0.5096019473710379,-0.25028065583758163
wellbore_chev_no_0_783,0,0,222,1,-0.9870490052819202,0.6762605496710379,0.6763033683676373,-0.5929284611672377,0.5350930540946323,-0.2472733217383192
wellbore_chev_no_0_784,0,0,222,1,-0.9870490052819202,0.6814881875197898,0.6815310956495624,-0.5761893933231319,0.12949057613186707,-0.2381918694547966
wellbore_chev_no_0_785,0,0,221,1,-0.9870490052819202,0.6867158253685416,0.6867588229314874,-0.6326427836146971,0.11414638840614814,-0.24122564692040424
wellbore_chev_no_0_786,0,0,221,1,-0.9870490052819202,0.6919434632172935,0.6919865502134124,-0.567063986265485,0.6609261184148323,-0.25128527374740794
wellbore_chev_no_0_787,0,0,221,1,-0.9870490052819202,0.6971711010660454,0.6972142774953375,-0.6638082669534237,0.6196233611491135,-0.2595538423556646
wellbore_chev_no_0_788,0,0,221,1,-0.9870490052819202,0.7023987389147972,0.7024420047772625,-0.6858668715418653,-0.6561684358382942,-0.2616556616832186
wellbore_chev_no_0_789,0,0,221,1,-0.9870490052819202,0.7076263767635491,0.7076697320591875,-0.6696250252006759,-1.043456968243594,-0.24774923888113987
wellbore_chev_no_0_790,0,0,221,1,-0.9870490052819202,0.7128540146123009,0.7128974593411126,-0.6451057692007638,-1.1208376809282514,-0.23281162790011367
wellbore_chev_no_0_791,0,0,221,1,-0.9870490052819202,0.7180816524610528,0.7181251866230376,-0.6352508276358552,-0.8483827999308245,-0.23601071606249543
wellbore_chev_no_0_792,0,0,221,1,-0.9870490052819202,0.7233092903098047,0.7233529139049626,-0.9303304989453485,-0.5455695480065869,-0.23655924538854756
wellbore_chev_no_0_793,0,0,221,1,-0.9870490052819202,0.7285369281585565,0.7285806411868877,-1.0417409691846502,-0.9599440806563173,-0.25578640820532006
wellbore_chev_no_0_794,0,0,221,1,-0.9870490052819202,0.7337645660073084,0.7338083684688127,-0.9965556158839775,-1.1734972413178293,-0.2541472367488736
wellbore_chev_no_0_795,0,0,221,1,-0.9870490052819202,0.7389922038560602,0.7390360957507377,-0.9951684251796056,-1.0006418180269059,-0.25503953776883315
wellbore_chev_no_0_796,0,0,221,1,-0.9870490052819202,0.7442198417048121,0.7442638230326628,-0.989203460270794,-0.7164451095430476,-0.2577890490462318
wellbore_chev_no_0_797,0,0,221,1,-0.9870490052819202,0.749447479553564,0.7494915503145878,-1.0065964994649828,-0.7096255032333592,-0.2535655778663658
wellbore_chev_no_0_798,0,0,221,1,-0.9870490052819202,0.7546751174023159,0.7547192775965128,-1.0317323403657612,-1.7488478778029048,-0.2251380152060601
wellbore_chev_no_0_799,0,0,221,1,-0.9870490052819202,0.7599027552510678,0.7599470048784379,-0.8395969137379375,-1.1498761123370822,-0.2237169539334179
wellbore_chev_no_0_800,0,0,221,1,-0.9870490052819202,0.7651303930998196,0.7651747321603629,-0.8155005420654977,-1.1695100273479657,-0.22535611349272966
wellbore_chev_no_0_801,0,0,221,1,-0.9870490052819202,0.7703580309485715,0.7704024594422879,-0.8168148611420725,-1.0223107014429678,-0.22423254802289277
wellbore_chev_no_0_802,0,0,221,1,-0.9870490052819202,0.7755856687973234,0.775630186724213,-0.8964258420321459,-1.0523207825313445,-0.2587824876144672
wellbore_chev_no_0_803,0,0,221,1,-0.9870490052819202,0.7808133066460752,0.780857914006138,-0.8115050012986013,-0.9252684523189477,-0.2814842207301735
wellbore_chev_no_0_804,0,0,221,1,-0.9870490052819202,0.7860409444948271,0.786085641288063,-0.8126778306405068,-0.8126072627821722,-0.2811008791638299
wellbore_chev_no_0_805,0,0,221,1,-0.9870490052819202,0.7912685823435789,0.7913133685699881,-0.817685886473765,-0.7448785382696251,-0.2815965534828865
wellbore_chev_no_0_806,0,0,221,1,-0.9870490052819202,0.7964962201923308,0.7965410958519131,-0.9072506604717024,-0.545157119995846,-0.2762692819408415
wellbore_chev_no_0_807,0,0,221,1,-0.9870490052819202,0.8017238580410827,0.8017688231338381,-0.8340032427554445,-1.2586875783763694,-0.24170809559057493
wellbore_chev_no_0_808,0,0,221,1,-0.9870490052819202,0.8069514958898345,0.8069965504157632,-0.8122395592433173,-0.9801829594333853,-0.24171472229500837
wellbore_chev_no_0_809,0,0,221,1,-0.9870490052819202,0.8121791337385864,0.8122242776976882,-0.8159583069355212,-1.0606985141603642,-0.2426929483927433
wellbore_chev_no_0_810,0,0,221,1,-0.9870490052819202,0.8174067715873382,0.8174520049796132,-0.816915245979517,-0.8561098982897178,-0.2432150581467208
wellbore_chev_no_0_811,0,0,221,1,-0.9870490052819202,0.8226344094360901,0.8226797322615382,-0.9010670181998378,-1.0072964538806843,-0.24399501451683264
wellbore_chev_no_0_812,0,0,229,1,-0.9870490052819202,0.827862047284842,0.8279074595434633,-0.8647140603243457,-0.9613190826702421,-0.24279206739370743
wellbore_chev_no_0_813,0,0,229,1,-0.9870490052819202,0.8330896851335938,0.8331351868253883,-0.8131251888326863,-1.1127805840318197,-0.24059772404392907
wellbore_chev_no_0_814,0,0,227,1,-0.9870490052819202,0.8383173229823457,0.8383629141073133,-0.8322772112234709,-0.636754537314775,-0.2403333577975794
wellbore_chev_no_0_815,0,0,227,1,-0.9870490052819202,0.8435449608310975,0.8435906413892384,-0.8839426715195468,-0.46758385883318404,-0.24215756143562836
wellbore_chev_no_0_816,0,0,231,1,-0.9870490052819202,0.8487725986798494,0.8488183686711634,-0.8670786973870352,-1.5858369170718878,-0.25178766598226865
wellbore_chev_no_0_817,0,0,231,1,-0.9870490052819202,0.8540002365286014,0.8540460959530884,-0.8247976377847814,-1.4908846816361139,-0.24947428386110784
wellbore_chev_no_0_818,0,0,230,1,-0.9870490052819202,0.8592278743773532,0.8592738232350136,-0.827658111808348,-0.7981155629838174,-0.2504723662778714
wellbore_chev_no_0_819,0,0,230,1,-0.9870490052819202,0.8644555122261051,0.8645015505169386,-0.8437403676572848,-0.8894594151702142,-0.23927362442502625
wellbore_chev_no_0_820,0,0,230,1,-0.9870490052819202,0.8696831500748569,0.8697292777988636,-0.8753401747320156,-0.8886680561552703,-0.23929564602270387
wellbore_chev_no_0_821,0,0,230,1,-0.9870490052819202,0.8749107879236088,0.8749570050807887,-0.8250793616671969,-0.8635894447971517,-0.24178079105375283
wellbore_chev_no_0_822,0,0,230,1,-0.9870490052819202,0.8801384257723606,0.8801847323627137,-0.825958739476227,-0.6572134168631023,-0.24289124588034852
wellbore_chev_no_0_823,0,0,230,1,-0.9870490052819202,0.8853660636211125,0.8854124596446387,-0.829207178234926,-0.25007093874022185,-0.24131816697691708
wellbore_chev_no_0_824,0,0,230,1,-0.9870490052819202,0.8905937014698644,0.8906401869265638,-0.8736989856767495,-0.5118839444688845,-0.23130466930968052
wellbore_chev_no_0_825,0,0,230,1,-0.9870490052819202,0.8958213393186162,0.8958679142084888,-0.8003202126449078,-1.0334475329826196,-0.20871340506213706
wellbore_chev_no_0_826,0,0,230,1,-0.9870490052819202,0.9010489771673681,0.9010956414904138,-0.855357259294587,-0.7312117364023648,-0.20932807849545695
wellbore_chev_no_0_827,0,0,230,1,-0.9870490052819202,0.9062766150161199,0.9030124748271197,-0.826875294681885,-0.6780572923353358,-0.2088378134073096
wellbore_chev_no_1_833,1,0,137,17,-0.9870490052819202,0.9397334972481318,0.9377332968579051,-1.405791190234291,0.04560542565916204,-1.0574660354954182
wellbore_chev_no_1_834,1,0,138,17,-0.9870490052819202,0.942870079957383,0.9429610241398301,-1.2522311744502506,0.5249258485989297,-0.8002455616324995
wellbore_chev_no_1_835,1,0,138,17,-0.9870490052819202,0.9480977178061348,0.9481887514217552,-0.9501623518194702,0.834830201795872,-0.0400674851702992
wellbore_chev_no_1_836,1,0,195,17,-0.9870490052819202,0.9533253556548867,0.9534164787036802,-1.0284198868345698,0.4745594737141,-0.07286791927146578
wellbore_chev_no_1_837,1,0,193,17,-0.9870490052819202,0.9585529935036385,0.9586442059856052,-0.8731318883005149,0.722287690553958,-0.036515559696812014
wellbore_chev_no_1_838,1,0,193,17,-0.9870490052819202,0.9637806313523904,0.9638719332675303,-0.9283419347765925,0.6207629044800737,-0.03519365708225192
wellbore_chev_no_1_839,1,0,140,17,-0.9870490052819202,0.9690082692011424,0.9690996605494553,-0.8654384800358108,0.6894709653442134,-0.035854610372387755
wellbore_chev_no_1_840,1,0,140,17,-0.9870490052819202,0.9742359070498942,0.9743273878313803,-1.1585601667935477,0.3140919355480627,-0.09971978565854679
wellbore_chev_no_1_841,1,0,140,17,-0.9870490052819202,0.9794635448986461,0.9795551151133054,-0.881686518765335,0.8355559071569698,-0.0897221944613779
wellbore_chev_no_1_842,1,0,200,17,-0.9870490052819202,0.9846911827473979,0.9847828423952304,-0.8778950569158768,0.8374643070342622,-0.0897221944613779
wellbore_chev_no_1_843,1,0,196,17,-0.9870490052819202,0.9899188205961498,0.9900105696771554,-0.8765510127769782,0.8410315971597543,-0.4092924697795633
wellbore_chev_no_1_844,1,0,203,17,-0.9870490052819202,0.9951464584449017,0.9952382969590805,-1.0789297322069364,0.5749453316302718,-0.5326155542924984
wellbore_chev_no_1_845,1,0,203,17,-0.9870490052819202,1.0003740962936536,1.0004660242410055,-0.8751842732642089,0.8242864504019749,-0.33096966154409163
wellbore_chev_no_1_846,1,0,201,17,-0.9870490052819202,1.0056017341424053,1.0056937515229305,-0.8310216876881107,0.6709109901523012,-0.32766490302483675
wellbore_chev_no_1_847,1,0,201,17,-0.9870490052819202,1.0108293719911572,1.0109214788048555,-0.8615849582644393,0.7628502162873758,-0.32766490302483675
wellbore_chev_no_1_848,1,0,201,17,-0.9870490052819202,1.016057009839909,1.0161492060867807,-0.9168544132725988,0.7800408113405859,-0.3090027312038359
wellbore_chev_no_1_849,1,0,201,17,-0.9870490052819202,1.021284647688661,1.0213769333687057,-0.8898510718106469,0.7215928516227993,-0.24835066683701712
wellbore_chev_no_1_850,1,0,201,15,-1.4484448987841447,1.026512285537413,1.0266046606506307,-0.8612796285123846,0.9285482530140103,-0.26334705759848315
wellbore_chev_no_1_851,1,0,201,15,-1.4484448987841447,1.0317399233861646,1.0318323879325557,-0.8908072166001056,1.076367779074658,-0.24835066683701712
wellbore_chev_no_1_852,1,0,201,15,-1.4484448987841447,1.0369675612349165,1.0370601152144807,-0.7857935536185887,0.9428682132055771,-0.24835066683701712
wellbore_chev_no_1_853,1,0,201,15,-1.4484448987841447,1.0421951990836684,1.0422878424964057,-0.9411756334460761,0.8461188883277382,-0.288341039557117
wellbore_chev_no_1_854,1,0,201,15,-1.4484448987841447,1.0474228369324203,1.0475155697783307,-0.7330748248070235,1.1856446057142296,-0.24835066683701712
wellbore_chev_no_1_855,1,0,201,15,-1.4484448987841447,1.0526504747811722,1.052743297060256,-0.7756027658907955,1.2181994018301143,-0.3785582032567841
wellbore_chev_no_1_856,1,0,201,15,-1.4484448987841447,1.057878112629924,1.057971024342181,-1.0726021484185602,0.9378041317309226,-0.3716182075903494
wellbore_chev_no_1_857,1,0,201,15,-1.4484448987841447,1.0631057504786758,1.063198751624106,-0.9435520473801217,0.7294713065488673,-0.5066218124210049
wellbore_chev_no_1_858,1,0,201,15,-1.4484448987841447,1.0683333883274277,1.068426478906031,-1.0008337790416804,0.19179431304105557,-0.3412144196954928
wellbore_chev_no_1_859,1,0,201,15,-1.4484448987841447,1.0735610261761797,1.073654206187956,-1.0913490739330127,-0.1089944860489255,-0.8445293408602244
wellbore_chev_no_1_860,1,0,201,15,-1.4484448987841447,1.0787886640249316,1.078881933469881,-0.7847673658590419,0.44383198387121775,-0.007103199754303369
wellbore_chev_no_1_861,1,0,143,15,-1.4484448987841447,1.0840163018736833,1.0841096607518061,-0.7514009834006798,0.8480102833795755,0.13962813719316358
wellbore_chev_no_1_862,1,0,143,15,-1.4484448987841447,1.0892439397224352,1.0893373880337311,-0.5814859722426923,0.7751736204791922,0.06659294734735438
wellbore_chev_no_1_863,1,0,143,15,-1.4484448987841447,1.094471577571187,1.0945651153156561,-0.7683376987528573,1.0498125902717665,0.18787763219599074
wellbore_chev_no_1_864,1,0,143,15,-1.4484448987841447,1.099699215419939,1.0997928425975811,-0.8091916453264146,0.8129421752588444,0.18787763219599074
wellbore_chev_no_1_865,1,0,143,15,-1.4484448987841447,1.104926853268691,1.1050205698795061,-0.910096063093145,0.48884949996461585,-0.11504943104620285
wellbore_chev_no_1_866,1,0,143,15,-1.4484448987841447,1.1101544911174426,1.1102482971614311,-0.5792126090660766,0.5719618992905274,0.18787763219599074
wellbore_chev_no_1_867,1,0,143,15,-1.4484448987841447,1.1153821289661945,1.1154760244433564,-0.6457879552036737,0.5577799923575667,0.12475671790794741
wellbore_chev_no_1_868,1,0,143,15,-1.4484448987841447,1.1206097668149464,1.1207037517252814,-0.6684973761009079,0.45489563374279673,0.1416109930978584
wellbore_chev_no_1_869,1,0,144,15,-1.4484448987841447,1.1258374046636983,1.1259314790072064,-0.9739798980119422,0.6840461693276569,-0.16137160993822527
wellbore_chev_no_1_870,1,0,144,15,-1.4484448987841447,1.1310650425124502,1.1311592062891314,-1.071876461132795,0.5516589691539225,-0.6610535583772199
wellbore_chev_no_1_871,1,0,144,15,-1.4484448987841447,1.136292680361202,1.1363869335710564,-1.1237074206082038,0.43430877944939217,-0.6449218477761152
wellbore_chev_no_1_872,1,0,210,15,-1.4484448987841447,1.1415203182099538,1.1416146608529814,-1.1721715387333895,0.4259268531171479,-0.6449218477761152
wellbore_chev_no_1_873,1,0,207,15,-1.4484448987841447,1.1467479560587057,1.1468423881349066,-1.1629100811225557,0.6742225987098068,-0.6449218477761152
wellbore_chev_no_1_874,1,0,206,15,-1.4484448987841447,1.1519755939074576,1.1520701154168316,-1.1519099329464242,0.08364437976480549,-0.6510229446978146
wellbore_chev_no_1_875,1,0,205,15,-1.4484448987841447,1.1572032317562093,1.1572978426987566,-1.0629441311233134,-0.005754623903592066,-0.6449218477761152
wellbore_chev_no_1_876,1,0,205,15,-1.4484448987841447,1.1624308696049612,1.1625255699806816,-1.0756321332153223,0.07063707280565276,-0.6724801858934796
wellbore_chev_no_1_877,1,0,205,15,-1.4484448987841447,1.1676585074537131,1.1677532972626066,-1.050225707066475,-0.011935044254577724,-0.1416069226456721
wellbore_chev_no_1_878,1,0,205,15,-1.4484448987841447,1.172886145302465,1.1729810245445316,-1.1723183532245793,0.1418457859779839,0.15582146305865144
wellbore_chev_no_1_879,1,0,205,15,-1.4484448987841447,1.178113783151217,1.1782087518264568,-1.2173794517326215,0.28058503909030197,0.07738002055440157
wellbore_chev_no_1_880,1,0,214,15,-1.4484448987841447,1.1833414209999686,1.1834364791083818,-1.1737588318153331,0.326437160428894,0.08523567924906435
wellbore_chev_no_1_881,1,0,213,15,-1.4484448987841447,1.1885690588487205,1.1886642063903068,-1.155908365213945,0.6781578717015045,-0.3408839410675691
wellbore_chev_no_1_882,1,0,213,15,-1.4484448987841447,1.1937966966974725,1.1938919336722318,-1.1809491167918644,1.0246183637624615,-1.008834226045606
wellbore_chev_no_1_883,1,0,212,15,-1.4484448987841447,1.1990243345462244,1.1991196609541568,-1.2021596555080314,1.1132382939195977,-0.752657019919807
wellbore_chev_no_1_884,1,0,216,15,-1.4484448987841447,1.2042519723949763,1.2043473882360818,-1.234269786288696,0.9780485867020025,-0.5398304848272539
wellbore_chev_no_1_885,1,0,215,15,-1.4484448987841447,1.209479610243728,1.209575115518007,-1.1646446175168559,1.2563234279597344,-0.446305782644354
wellbore_chev_no_1_886,1,0,215,15,-1.4484448987841447,1.2147072480924799,1.214802842799932,-1.1887661899249513,1.0751890667200792,-0.57783522167868
wellbore_chev_no_1_887,1,0,215,15,-1.4484448987841447,1.2199348859412318,1.220030570081857,-1.3416370526789179,1.174654035730235,-0.736233194986823
wellbore_chev_no_1_888,1,0,215,15,-1.4484448987841447,1.2251625237899837,1.225258297363782,-1.2769218406777252,1.3438159790510693,-0.7163046603451533
wellbore_chev_no_1_889,1,0,215,15,-1.4484448987841447,1.2303901616387356,1.230486024645707,-1.239166146104586,1.3434854454175797,-0.6449218477761152
wellbore_chev_no_1_890,1,0,215,15,-1.4484448987841447,1.2356177994874873,1.235713751927632,-1.2295991896470317,1.0869670966282412,-0.5779379772373738
wellbore_chev_no_1_891,1,0,215,15,-1.4484448987841447,1.2408454373362392,1.240941479209557,-1.2036356939260309,0.9281017435073082,-0.7768900729935914
wellbore_chev_no_1_892,1,0,215,15,-1.4484448987841447,1.246073075184991,1.2461692064914822,-1.11598315465568,1.3767748309841223,-0.07039351338799703
wellbore_chev_no_1_893,1,0,215,15,-1.4484448987841447,1.251300713033743,1.24795534664614,-1.184167886974213,1.381969972799107,-0.24835066683701712
wellbore_chev_no_10_843,2,0,145,20,-1.4484448987841447,0.9928811487104425,0.9899670052831394,-1.2720382152703333,-0.7754016723494395,-2.6550038753758454
wellbore_chev_no_10_844,2,0,145,20,-1.4484448987841447,0.9951464584449017,0.9951076037770323,-1.5265026599003464,-0.17233171625865742,-2.564640882935239
wellbore_chev_no_10_845,2,0,145,20,-1.4484448987841447,1.000635478186091,1.0004224598469895,-1.4276126805106606,-1.1150878414375018,-2.3811609404205476
wellbore_chev_no_10_846,2,0,145,20,-1.4484448987841447,1.0056017341424053,1.0056501871289145,-1.2988895291851328,-1.3351056916127206,-1.9175650551979202
wellbore_chev_no_10_847,2,0,145,20,-1.4484448987841447,1.0108293719911572,1.0108779144108395,-1.3129745345576902,-1.3935485159061487,-1.4298866382692323
wellbore_chev_no_10_848,2,0,145,20,-1.4484448987841447,1.016057009839909,1.0161056416927645,-1.2646960480481886,-0.9300887942201491,-1.9594386849706231
wellbore_chev_no_10_849,2,0,145,20,-1.4484448987841447,1.021284647688661,1.0182838613935667,-1.1255738644639355,-0.8494167310371462,-0.646984009985575
wellbore_chev_no_10_869,2,0,145,7,-1.4484448987841447,1.1302808968351372,1.1258879146131904,-1.2544208537483044,-1.854276935729078,-3.0216522180511944
wellbore_chev_no_10_870,2,0,145,7,-1.4484448987841447,1.1310650425124502,1.1311156418951154,-1.204352580115957,-0.7811764128857555,-1.9918626381868778
wellbore_chev_no_10_871,2,0,145,7,-1.4484448987841447,1.136292680361202,1.1363433691770404,-1.291230851075887,-1.4412872328975095,-0.9337885710094842
wellbore_chev_no_10_872,2,0,145,7,-1.4484448987841447,1.1415203182099538,1.1415710964589654,-1.05488415922389,-1.5713987313589561,-1.3297801076476752
wellbore_chev_no_10_873,2,0,229,7,-1.4484448987841447,1.1467479560587057,1.1467988237408904,-1.3307069723557632,-1.5147257979171735,-1.669364358868464
wellbore_chev_no_10_874,2,0,229,7,-1.4484448987841447,1.1519755939074576,1.1520265510228154,-1.3214339977817011,-1.7141447238304577,-1.8370412610453892
